rank,display,label,category,score
522,Health Box,healthbox,Clear platform name,23.25
523,Health Door,healthdoor,Clear platform name,23.25
524,Health Easy,healtheasy,Clear platform name,23.25
525,Health File,healthfile,Clear platform name,23.25
526,Health Flow,healthflow,Clear platform name,23.25
527,Health Guide,healthguide,Clear platform name,23.25
528,Health House,healthhouse,Clear platform name,23.25
529,Health Live,healthlive,Clear platform name,23.25
530,Health Login,healthlogin,Clear platform name,23.25
531,Health Map,healthmap,Clear platform name,23.25
532,Health Path,healthpath,Clear platform name,23.25
533,Health Place,healthplace,Clear platform name,23.25
534,Health Plan,healthplan,Clear platform name,23.25
535,Health Point,healthpoint,Clear platform name,23.25
536,Health Ready,healthready,Clear platform name,23.25
537,Health Room,healthroom,Clear platform name,23.25
538,Health Start,healthstart,Clear platform name,23.25
539,Health Suite,healthsuite,Clear platform name,23.25
540,Health Sync,healthsync,Clear platform name,23.25
541,Health Track,healthtrack,Clear platform name,23.25
542,Health View,healthview,Clear platform name,23.25
543,Health Way,healthway,Clear platform name,23.25
544,Health Web,healthweb,Clear platform name,23.25
545,Health Works,healthworks,Clear platform name,23.25
546,Medical Desk,medicaldesk,Clear platform name,23.25
547,Medical Home,medicalhome,Clear platform name,23.25
548,Medical Link,medicallink,Clear platform name,23.25
549,Medical Portal,medicalportal,Clear platform name,23.25
550,Practice Connect,practiceconnect,Clear platform name,23.25
551,Practice Office,practiceoffice,Clear platform name,23.25
552,Practice Team,practiceteam,Clear platform name,23.25
553,Clinic Choice,clinicchoice,Clear platform name,23.0
554,Clinic First,clinicfirst,Clear platform name,23.0
555,Clinic Today,clinictoday,Clear platform name,23.0
556,Clinic Tools,clinictools,Clear platform name,23.0
557,Clinic Town,clinictown,Clear platform name,23.0
558,Clinic World,clinicworld,Clear platform name,23.0
559,Doctor Choice,doctorchoice,Clear platform name,23.0
560,Doctor First,doctorfirst,Clear platform name,23.0
561,Doctor Today,doctortoday,Clear platform name,23.0
562,Doctor Town,doctortown,Clear platform name,23.0
563,Doctor World,doctorworld,Clear platform name,23.0
564,Health Choice,healthchoice,Clear platform name,23.0
565,Health First,healthfirst,Clear platform name,23.0
566,Health Today,healthtoday,Clear platform name,23.0
567,Health Tools,healthtools,Clear platform name,23.0
568,Health Town,healthtown,Clear platform name,23.0
569,Health World,healthworld,Clear platform name,23.0
570,Medical Access,medicalaccess,Clear platform name,23.0
571,Medical Connect,medicalconnect,Clear platform name,23.0
572,Medical Office,medicaloffice,Clear platform name,23.0
573,Medical Online,medicalonline,Clear platform name,23.0
574,Medical Team,medicalteam,Clear platform name,23.0
575,Practice Online,practiceonline,Clear platform name,23.0
576,Medical Base,medicalbase,Clear platform name,22.75
577,Medical Book,medicalbook,Clear platform name,22.75
578,Medical Cloud,medicalcloud,Clear platform name,22.75
579,Medical Door,medicaldoor,Clear platform name,22.75
580,Medical File,medicalfile,Clear platform name,22.75
581,Medical Flow,medicalflow,Clear platform name,22.75
582,Medical Guide,medicalguide,Clear platform name,22.75
583,Medical House,medicalhouse,Clear platform name,22.75
584,Medical Live,medicallive,Clear platform name,22.75
585,Medical Login,medicallogin,Clear platform name,22.75
586,Medical Map,medicalmap,Clear platform name,22.75
587,Medical Path,medicalpath,Clear platform name,22.75
588,Medical Place,medicalplace,Clear platform name,22.75
589,Medical Plan,medicalplan,Clear platform name,22.75
590,Medical Point,medicalpoint,Clear platform name,22.75
591,Medical Ready,medicalready,Clear platform name,22.75
592,Medical Room,medicalroom,Clear platform name,22.75
593,Medical Start,medicalstart,Clear platform name,22.75
594,Medical Suite,medicalsuite,Clear platform name,22.75
595,Medical Sync,medicalsync,Clear platform name,22.75
596,Medical Track,medicaltrack,Clear platform name,22.75
597,Medical View,medicalview,Clear platform name,22.75
598,Medical Way,medicalway,Clear platform name,22.75
599,Medical Web,medicalweb,Clear platform name,22.75
600,Medical Works,medicalworks,Clear platform name,22.75
601,Practice Base,practicebase,Clear platform name,22.75
602,Practice Board,practiceboard,Clear platform name,22.75
603,Practice Book,practicebook,Clear platform name,22.75
604,Practice Cloud,practicecloud,Clear platform name,22.75
605,Practice Flow,practiceflow,Clear platform name,22.75
606,Practice Guide,practiceguide,Clear platform name,22.75
607,Practice Login,practicelogin,Clear platform name,22.75
608,Practice Map,practicemap,Clear platform name,22.75
609,Practice Plan,practiceplan,Clear platform name,22.75
610,Practice Ready,practiceready,Clear platform name,22.75
611,Practice Start,practicestart,Clear platform name,22.75
612,Practice Suite,practicesuite,Clear platform name,22.75
613,Practice Sync,practicesync,Clear platform name,22.75
614,Practice View,practiceview,Clear platform name,22.75
615,Practice Web,practiceweb,Clear platform name,22.75
616,Practice Works,practiceworks,Clear platform name,22.75
617,Care Anywhere,careanywhere,Clear platform name,22.5
618,Care Bridge,carebridge,Clear platform name,22.5
619,Care Center,carecenter,Clear platform name,22.5
620,Care Circle,carecircle,Clear platform name,22.5
621,Care Cloud,carecloud,Clear platform name,22.5
622,Care Direct,caredirect,Clear platform name,22.5
623,Care Group,caregroup,Clear platform name,22.5
624,Care Line,careline,Clear platform name,22.5
625,Care Network,carenetwork,Clear platform name,22.5
626,Care Partners,carepartners,Clear platform name,22.5
627,Care Route,careroute,Clear platform name,22.5
628,Care Side,careside,Clear platform name,22.5
629,Care Source,caresource,Clear platform name,22.5
630,Care Space,carespace,Clear platform name,22.5
631,Care Station,carestation,Clear platform name,22.5
632,Care Street,carestreet,Clear platform name,22.5
633,Care System,caresystem,Clear platform name,22.5
634,Doctor First,doctorfirst,Clear platform name,22.5
635,Doctor Tools,doctortools,Clear platform name,22.5
636,Medical Choice,medicalchoice,Clear platform name,22.5
637,Medical Direct,medicaldirect,Clear platform name,22.5
638,Medical First,medicalfirst,Clear platform name,22.5
639,Medical Today,medicaltoday,Clear platform name,22.5
640,Medical Tools,medicaltools,Clear platform name,22.5
641,Medical Town,medicaltown,Clear platform name,22.5
642,Medical World,medicalworld,Clear platform name,22.5
643,Practice Choice,practicechoice,Clear platform name,22.5
644,Practice Direct,practicedirect,Clear platform name,22.5
645,Practice First,practicefirst,Clear platform name,22.5
646,Practice Point,practicepoint,Clear platform name,22.5
647,Practice Tools,practicetools,Clear platform name,22.5
648,Practice Track,practicetrack,Clear platform name,22.5
649,Practice Way,practiceway,Clear platform name,22.5
650,Practice World,practiceworld,Clear platform name,22.5
651,Clinic Anywhere,clinicanywhere,Clear platform name,22.25
652,Clinic Bridge,clinicbridge,Clear platform name,22.25
653,Clinic Center,cliniccenter,Clear platform name,22.25
654,Clinic Circle,cliniccircle,Clear platform name,22.25
655,Clinic Cloud,cliniccloud,Clear platform name,22.25
656,Clinic Direct,clinicdirect,Clear platform name,22.25
657,Clinic Group,clinicgroup,Clear platform name,22.25
658,Clinic Line,clinicline,Clear platform name,22.25
659,Clinic Network,clinicnetwork,Clear platform name,22.25
660,Clinic Partners,clinicpartners,Clear platform name,22.25
661,Clinic Route,clinicroute,Clear platform name,22.25
662,Clinic Side,clinicside,Clear platform name,22.25
663,Clinic Source,clinicsource,Clear platform name,22.25
664,Clinic Space,clinicspace,Clear platform name,22.25
665,Clinic Station,clinicstation,Clear platform name,22.25
666,Clinic Street,clinicstreet,Clear platform name,22.25
667,Clinic System,clinicsystem,Clear platform name,22.25
668,Doctor Anywhere,doctoranywhere,Clear platform name,22.25
669,Doctor Bridge,doctorbridge,Clear platform name,22.25
670,Doctor Center,doctorcenter,Clear platform name,22.25
671,Doctor Circle,doctorcircle,Clear platform name,22.25
672,Doctor Direct,doctordirect,Clear platform name,22.25
673,Doctor Line,doctorline,Clear platform name,22.25
674,Doctor Route,doctorroute,Clear platform name,22.25
675,Doctor Side,doctorside,Clear platform name,22.25
676,Doctor Source,doctorsource,Clear platform name,22.25
677,Doctor Space,doctorspace,Clear platform name,22.25
678,Doctor Street,doctorstreet,Clear platform name,22.25
679,Health Anywhere,healthanywhere,Clear platform name,22.25
680,Health Bridge,healthbridge,Clear platform name,22.25
681,Health Center,healthcenter,Clear platform name,22.25
682,Health Circle,healthcircle,Clear platform name,22.25
683,Health Cloud,healthcloud,Clear platform name,22.25
684,Health Direct,healthdirect,Clear platform name,22.25
685,Health Group,healthgroup,Clear platform name,22.25
686,Health Line,healthline,Clear platform name,22.25
687,Health Network,healthnetwork,Clear platform name,22.25
688,Health Partners,healthpartners,Clear platform name,22.25
689,Health Route,healthroute,Clear platform name,22.25
690,Health Side,healthside,Clear platform name,22.25
691,Health Source,healthsource,Clear platform name,22.25
692,Health Space,healthspace,Clear platform name,22.25
693,Health Station,healthstation,Clear platform name,22.25
694,Health Street,healthstreet,Clear platform name,22.25
695,Health System,healthsystem,Clear platform name,22.25
696,Practice Center,practicecenter,Clear platform name,22.25
697,Practice Group,practicegroup,Clear platform name,22.25
698,Practice Line,practiceline,Clear platform name,22.25
699,Practice Network,practicenetwork,Clear platform name,22.25
700,Practice Partners,practicepartners,Clear platform name,22.25
701,Practice Route,practiceroute,Clear platform name,22.25
702,Practice Side,practiceside,Clear platform name,22.25
703,Practice Source,practicesource,Clear platform name,22.25
704,Practice Space,practicespace,Clear platform name,22.25
705,Practice Station,practicestation,Clear platform name,22.25
706,Practice Street,practicestreet,Clear platform name,22.25
707,Practice System,practicesystem,Clear platform name,22.25
708,Book Care,bookcare,Action name,24.75
709,Get Care,getcare,Action name,24.75
710,Go Care,gocare,Action name,24.75
711,See Care,seecare,Action name,24.75
712,Get Health,gethealth,Action name,24.5
713,Go Health,gohealth,Action name,24.5
714,See Health,seehealth,Action name,24.5
715,Ask Care,askcare,Action name,24.25
716,Find Care,findcare,Action name,24.25
717,Get Doctor,getdoctor,Action name,24.25
718,Go Doctor,godoctor,Action name,24.25
719,See Doctor,seedoctor,Action name,24.25
720,Start Care,startcare,Action name,24.25
721,Visit Care,visitcare,Action name,24.25
722,Ask Doctor,askdoctor,Action name,24.0
723,Call Care,callcare,Action name,24.0
724,Find Doctor,finddoctor,Action name,24.0
725,Meet Care,meetcare,Action name,24.0
726,Meet Doctor,meetdoctor,Action name,24.0
727,Go Visit,govisit,Action name,23.75
728,Start Doctor,startdoctor,Action name,23.75
729,Get Visit,getvisit,Action name,23.5
730,Go Clinic,goclinic,Action name,23.5
731,Join Care,joincare,Action name,23.5
732,See Visit,seevisit,Action name,23.5
733,Ask Health,askhealth,Action name,23.25
734,Get Clinic,getclinic,Action name,23.25
735,See Clinic,seeclinic,Action name,23.25
736,Choose Care,choosecare,Action name,23.0
737,Find Health,findhealth,Action name,23.0
738,Join Doctor,joindoctor,Action name,23.0
739,Start Health,starthealth,Action name,22.75
740,Visit Health,visithealth,Action name,22.75
741,Choose Doctor,choosedoctor,Action name,22.5
742,Book Visit,bookvisit,Action name,22.25
743,Find Visit,findvisit,Action name,22.25
744,Go Medical,gomedical,Action name,22.25
745,Book Clinic,bookclinic,Action name,22.0
746,Find Clinic,findclinic,Action name,22.0
747,Get Medical,getmedical,Action name,22.0
748,Go Provider,goprovider,Action name,22.0
749,Join Health,joinhealth,Action name,22.0
750,See Medical,seemedical,Action name,22.0
751,Start Visit,startvisit,Action name,22.0
752,Get Provider,getprovider,Action name,21.75
753,See Provider,seeprovider,Action name,21.75
754,Start Clinic,startclinic,Action name,21.75
755,Visit Clinic,visitclinic,Action name,21.75
756,Your Care,yourcare,Plain-English brand,23.5
757,All In Care,allincare,Plain-English brand,23.25
758,Care In One,careinone,Plain-English brand,23.25
759,Care Corner,carecorner,Plain-English brand,23.0
760,Care For All,careforall,Plain-English brand,23.0
761,Care Street,carestreet,Plain-English brand,23.0
762,Care United,careunited,Plain-English brand,23.0
763,Your Clinic,yourclinic,Plain-English brand,23.0
764,Your Doctor,yourdoctor,Plain-English brand,23.0
765,Your Health,yourhealth,Plain-English brand,23.0
766,All In Clinic,allinclinic,Plain-English brand,22.75
767,All In Health,allinhealth,Plain-English brand,22.75
768,Clinic House,clinichouse,Plain-English brand,22.75
769,Clinic In One,clinicinone,Plain-English brand,22.75
770,Clinic Works,clinicworks,Plain-English brand,22.75
771,Doctor House,doctorhouse,Plain-English brand,22.75
772,Doctor Works,doctorworks,Plain-English brand,22.75
773,Health In One,healthinone,Plain-English brand,22.75
774,Total Clinic,totalclinic,Plain-English brand,22.75
775,Care Made Easy,caremadeeasy,Plain-English brand,22.5
776,Care Together,caretogether,Plain-English brand,22.5
777,Clinic Corner,cliniccorner,Plain-English brand,22.5
778,Clinic For All,clinicforall,Plain-English brand,22.5
779,Clinic Street,clinicstreet,Plain-English brand,22.5
780,Doctor Corner,doctorcorner,Plain-English brand,22.5
781,Doctor Street,doctorstreet,Plain-English brand,22.5
782,Health Corner,healthcorner,Plain-English brand,22.5
783,Health For All,healthforall,Plain-English brand,22.5
784,Health Street,healthstreet,Plain-English brand,22.5
785,Health United,healthunited,Plain-English brand,22.5
786,Care Front Door,carefrontdoor,Plain-English brand,22.25
787,Clinics United,clinicsunited,Plain-English brand,22.25
788,Doctors For All,doctorsforall,Plain-English brand,22.25
789,Doctors United,doctorsunited,Plain-English brand,22.25
790,Care Made Simple,caremadesimple,Plain-English brand,22.0
791,Clinic Front Door,clinicfrontdoor,Plain-English brand,22.0
792,Clinic Made Easy,clinicmadeeasy,Plain-English brand,22.0
793,Clinic Made Simple,clinicmadesimple,Plain-English brand,22.0
794,Clinics Together,clinicstogether,Plain-English brand,22.0
795,Complete Clinic,completeclinic,Plain-English brand,22.0
796,Care AtHome,careathome,Access and convenience,23.0
797,Care OnCall,careoncall,Access and convenience,23.0
798,Care OnTime,careontime,Access and convenience,23.0
799,Care OnDemand,careondemand,Access and convenience,22.5
800,Health AtHome,healthathome,Access and convenience,22.5
